Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /links/[hot],22177,0,6,17.39127466924564,1.1992920190095901,3086.0510419588536,0.0,1110.0614778554161,0.0,6,6,7,7,10,26,120,340,1500,2700,3100
,Aggregated,22177,0,6,17.39127466924564,1.1992920190095901,3086.0510419588536,0.0,1110.0614778554161,0.0,6,6,7,7,10,26,120,340,1500,2700,3100
