Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789473062,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789473063,10,,Aggregated,0.000000,0.000000,2,2,3,3,6,13,84,120,750,750,750,1178,0,2,7.817407635733144,1.0624169372022152,753.3393329940736,0.0
1789473064,20,,Aggregated,0.000000,0.000000,5,5,5,5,6,11,71,140,750,1300,1300,2580,0,5,9.260208616096367,1.0624169372022152,1270.5393750220537,0.0
1789473065,20,,Aggregated,1029.000000,0.000000,5,5,5,5,6,11,84,190,1100,1300,1300,3990,0,5,10.933804714773316,1.0624169372022152,1270.5393750220537,0.0
1789473066,20,,Aggregated,1191.000000,0.000000,5,5,5,5,6,11,86,190,1100,2200,2200,5335,0,5,12.02718587443861,1.0624169372022152,2180.089332978241,0.0
1789473067,20,,Aggregated,1262.333333,0.000000,5,5,5,5,6,11,86,190,1200,2200,2200,6663,0,5,12.565742210412637,1.0624169372022152,2180.089332978241,0.0
1789473068,20,,Aggregated,1286.250000,0.000000,5,5,5,6,6,10,67,190,1200,2500,2500,7959,0,5,12.965248231885468,1.0624169372022152,2485.162750002928,0.0
1789473069,20,,Aggregated,1295.200000,0.000000,5,5,5,6,6,10,64,190,1200,2500,2500,9323,0,5,13.028993780993822,1.0624169372022152,2485.162750002928,0.0
1789473070,20,,Aggregated,1293.833333,0.000000,5,5,5,6,6,10,64,190,1300,2500,2500,10691,0,5,13.589225787709143,1.0624169372022152,2485.162750002928,0.0
1789473071,20,,Aggregated,1304.857143,0.000000,5,5,5,6,6,10,63,190,1300,2500,2500,12081,0,5,13.29684233231728,1.0624169372022152,2485.162750002928,0.0
1789473072,20,,Aggregated,1312.750000,0.000000,5,5,5,6,6,10,63,200,1500,2500,2500,13450,0,5,13.78217609951508,1.0624169372022152,2485.162750002928,0.0
1789473073,20,,Aggregated,1320.111111,0.000000,5,5,5,6,6,10,64,190,1400,2500,2500,14833,0,5,13.687309693610528,1.0624169372022152,2485.162750002928,0.0
1789473074,20,,Aggregated,1325.200000,0.000000,5,5,5,6,6,10,63,190,1500,2500,2500,16222,0,5,13.7700294448228,1.0624169372022152,2485.162750002928,0.0
1789473075,20,,Aggregated,1360.900000,0.000000,5,5,5,6,7,11,65,200,1500,2500,2500,17371,0,5,14.230583452902799,1.0624169372022152,2485.162750002928,0.0
1789473076,20,,Aggregated,1364.400000,0.000000,5,5,6,6,7,12,86,200,1500,2500,2500,18481,0,5,14.382563995957703,1.0624169372022152,2485.162750002928,0.0
1789473077,20,,Aggregated,1343.100000,0.000000,5,5,6,6,7,14,87,200,1500,2500,2500,19662,0,5,14.392592304636958,1.0624169372022152,2485.162750002928,0.0
1789473078,20,,Aggregated,1316.900000,0.000000,5,5,6,6,7,14,88,240,1600,2500,2800,20851,0,5,14.692994110765452,1.0624169372022152,2813.131249975413,0.0
1789473079,20,,Aggregated,1303.100000,0.000000,5,5,6,6,7,14,89,240,1500,2500,2800,22075,0,5,14.701585481718546,1.0624169372022152,2813.131249975413,0.0
1789473080,20,,Aggregated,1289.900000,0.000000,5,5,6,6,7,14,89,200,1500,2500,2800,23398,0,5,14.626756492374952,1.0624169372022152,2813.131249975413,0.0
1789473081,20,,Aggregated,1276.700000,0.000000,5,5,6,6,7,14,89,230,1500,2500,2800,24384,0,5,14.745784933402893,1.0624169372022152,2813.131249975413,0.0
1789473082,2,,Aggregated,1269.800000,0.000000,5,5,6,6,7,14,90,240,1600,2500,2800,25588,0,5,15.037998243099691,1.0624169372022152,2813.131249975413,0.0
